original_email_address,mail_provider,provider_domain_type,username_length,num_of_textual_tokens,first_name,first_name_length,has_dot,has_underscore,has_dash,has_capital_letters,number_numeric_tokens,numeric_token,length_of_numeric_token,possible_age,label
laura.evans@gmail.com,gmail,com,11,2,laura,5,1,0,0,0,0,-1,0,-1,unsure
samantha.jones1994@gmail.com,gmail,com,18,2,samantha,8,1,0,0,0,1,1994,4,30,medium
jason42_light@yahoo.com,yahoo,com,13,2,jason,5,0,1,0,0,1,42,2,82,old
Arlo8@outlook.com,outlook,com,5,1,arlo,4,0,0,0,1,1,8,1,-1,unsure
laura.baker45@icloud.com,icloud,com,13,2,laura,5,1,0,0,0,1,45,2,79,old
robert.jones@yahoo.com,yahoo,com,12,2,robert,6,1,0,0,0,0,-1,0,-1,unsure
oliver1123@gmail.com,gmail,com,10,1,oliver,6,0,0,0,0,1,1123,4,-1,unsure
laura.evans@icloud.com,icloud,com,11,2,laura,5,1,0,0,0,0,-1,0,-1,unsure
anna_martin1997@gmail.com,gmail,com,15,2,anna,4,0,1,0,0,1,1997,4,27,young
Keara.Cartwright59@tutanota.com,tutanota,com,18,2,keara,5,1,0,0,1,1,59,2,65,old
a.james_1996@gmail.com,gmail,com,12,2,a,1,1,1,0,0,1,1996,4,28,young
Marshall_Upton32@mail.com,mail,com,16,2,marshall,8,0,1,0,1,1,32,2,92,old
adam59_blaze@gmail.com,gmail,com,12,2,adam,4,0,1,0,0,1,59,2,65,old
stephen.morris1764@gmail.com,gmail,com,18,2,stephen,7,1,0,0,0,1,1764,4,-1,unsure
joseph.adams@gmail.com,gmail,com,12,2,joseph,6,1,0,0,0,0,-1,0,-1,unsure
Gus_Schultz70@aol.com,aol,com,13,2,gus,3,0,1,0,1,1,70,2,54,old
harry93_thomas@hotmail.com,hotmail,com,14,2,harry,5,0,1,0,0,1,93,2,31,medium
jackson5431_thomas@hotmail.com,hotmail,com,18,2,jackson,7,0,1,0,0,1,5431,4,-1,unsure
Ernest_Jacobson59@protonmail.com,protonmail,com,17,2,ernest,6,0,1,0,1,1,59,2,65,old
jacob89_light@gmail.com,gmail,com,13,2,jacob,5,0,1,0,0,1,89,2,35,medium
laura.smith@icloud.com,icloud,com,11,2,laura,5,1,0,0,0,0,-1,0,-1,unsure
richard.clark1674@gmail.com,gmail,com,17,2,richard,7,1,0,0,0,1,1674,4,-1,unsure
hailey54_light@gmail.com,gmail,com,14,2,hailey,6,0,1,0,0,1,54,2,70,old
joseph.green@hotmail.com,hotmail,com,12,2,joseph,6,1,0,0,0,0,-1,0,-1,unsure
isaac.bell@outlook.com,outlook,com,10,2,isaac,5,1,0,0,0,0,-1,0,-1,unsure
hailey2001_price@protonmail.com,protonmail,com,16,2,hailey,6,0,1,0,0,1,2001,4,23,young
patricia.morris1691@gmail.com,gmail,com,19,2,patricia,8,1,0,0,0,1,1691,4,-1,unsure
victoria42_heat@yahoo.com,yahoo,com,15,2,victoria,8,0,1,0,0,1,42,2,82,old
daniel99_spark@icloud.com,icloud,com,14,2,daniel,6,0,1,0,0,1,99,2,25,young
Rubye_Jast-Hane17@icloud.com,icloud,com,17,3,rubye,5,0,1,1,1,1,17,2,-1,unsure
anthony.ward1825@gmail.com,gmail,com,16,2,anthony,7,1,0,0,0,1,1825,4,-1,unsure
robert.white1725@gmail.com,gmail,com,16,2,robert,6,1,0,0,0,1,1725,4,-1,unsure
Demario_Fisher47@mail.com,mail,com,16,2,demario,7,0,1,0,1,1,47,2,77,old
emily1998_smith@gmail.com,gmail,com,15,2,emily,5,0,1,0,0,1,1998,4,26,young
alexis_cooper1992@gmail.com,gmail,com,17,2,alexis,6,0,1,0,0,1,1992,4,32,medium
rebecca.jones@icloud.com,icloud,com,13,2,rebecca,7,1,0,0,0,0,-1,0,-1,unsure
peter.clark@gmail.com,gmail,com,11,2,peter,5,1,0,0,0,0,-1,0,-1,unsure
madeline_butler1996@gmail.com,gmail,com,19,2,madeline,8,0,1,0,0,1,1996,4,28,young
Oran_Zemlak39@gmail.com,gmail,com,13,2,oran,4,0,1,0,1,1,39,2,85,old
Fae_Ward80@yahoo.com,yahoo,com,10,2,fae,3,0,1,0,1,1,80,2,44,medium
Torrey.Luettgen@gmail.com,gmail,com,15,2,torrey,6,1,0,0,1,0,-1,0,-1,unsure
david.wilson98@outlook.com,outlook,com,14,2,david,5,1,0,0,0,1,98,2,26,young
Gunner46@mail.com,mail,com,8,1,gunner,6,0,0,0,1,1,46,2,78,old
Gunner46@mail.com,mail,com,8,1,gunner,6,0,0,0,1,1,46,2,78,old
margaret.evans@yahoo.com,yahoo,com,14,2,margaret,8,1,0,0,0,0,-1,0,-1,unsure
joseph.miller@gmail.com,gmail,com,13,2,joseph,6,1,0,0,0,0,-1,0,-1,unsure
daniel.taylor88@outlook.com,outlook,com,15,2,daniel,6,1,0,0,0,1,88,2,36,medium
rebecca.clark@outlook.com,outlook,com,13,2,rebecca,7,1,0,0,0,0,-1,0,-1,unsure
olivia1992_williams@gmail.com,gmail,com,19,2,olivia,6,0,1,0,0,1,1992,4,32,medium
rachel_perez2345@icloud.com,icloud,com,16,2,rachel,6,0,1,0,0,1,2345,4,-1,unsure
Danny.Jacobson74@outlook.com,outlook,com,16,2,danny,5,1,0,0,1,1,74,2,50,old
simon.johnson@gmail.com,gmail,com,13,2,simon,5,1,0,0,0,0,-1,0,-1,unsure
nathan.brooks@aol.com,aol,com,13,2,nathan,6,1,0,0,0,0,-1,0,-1,unsure
victoria.white92@hotmail.com,hotmail,com,16,2,victoria,8,1,0,0,0,1,92,2,32,medium
Orin.Fisher@tutanota.com,tutanota,com,11,2,orin,4,1,0,0,1,0,-1,0,-1,unsure
olivia_nelson2004@gmail.com,gmail,com,17,2,olivia,6,0,1,0,0,1,2004,4,20,young
Kristian.Dickinson@aol.com,aol,com,18,2,kristian,8,1,0,0,1,0,-1,0,-1,unsure
tyler63_flicker@gmail.com,gmail,com,15,2,tyler,5,0,1,0,0,1,63,2,61,old
megan.wilson21@hotmail.com,hotmail,com,14,2,megan,5,1,0,0,0,1,21,2,-1,unsure
Deven57@protonmail.com,protonmail,com,7,1,deven,5,0,0,0,1,1,57,2,67,old
matthew1992_lee@gmail.com,gmail,com,15,2,matthew,7,0,1,0,0,1,1992,4,32,medium
Kayden.Schmeler@aol.com,aol,com,15,2,kayden,6,1,0,0,1,0,-1,0,-1,unsure
lily4321_w@yahoo.com,yahoo,com,10,2,lily,4,0,1,0,0,1,4321,4,-1,unsure
Ross.Rutherford@tutanota.com,tutanota,com,15,2,ross,4,1,0,0,1,0,-1,0,-1,unsure
liam2573@gmail.com,gmail,com,8,1,liam,4,0,0,0,0,1,2573,4,-1,unsure
hannah.adams@gmail.com,gmail,com,12,2,hannah,6,1,0,0,0,0,-1,0,-1,unsure
julia.doe4321@sub.domain.com,sub.domain,com,13,2,julia,5,1,0,0,0,1,4321,4,-1,unsure
Reyes_Ondricka@mail.com,mail,com,14,2,reyes,5,0,1,0,1,0,-1,0,-1,unsure
Moses90@mail.com,mail,com,7,1,moses,5,0,0,0,1,1,90,2,34,medium
Nathen.Boehm@protonmail.com,protonmail,com,12,2,nathen,6,1,0,0,1,0,-1,0,-1,unsure
lily_kelly1986@gmail.com,gmail,com,14,2,lily,4,0,1,0,0,1,1986,4,38,medium
john2001@gmail.com,gmail,com,8,1,john,4,0,0,0,0,1,2001,4,23,young
Zora_Goodwin@outlook.com,outlook,com,12,2,zora,4,0,1,0,1,0,-1,0,-1,unsure
amanda2003_watson@icloud.com,icloud,com,17,2,amanda,6,0,1,0,0,1,2003,4,21,young
Francesco_DAmore-Purdy45@gmail.com,gmail,com,24,3,francesco,9,0,1,1,1,1,45,2,79,old
Domenico.Jacobs35@gmail.com,gmail,com,17,2,domenico,8,1,0,0,1,1,35,2,89,old
Shaun_Wisoky-Lockman23@protonmail.com,protonmail,com,22,3,shaun,5,0,1,1,1,1,23,2,-1,unsure
ethan2000_sanders@protonmail.com,protonmail,com,17,2,ethan,5,0,1,0,0,1,2000,4,24,young
ethan.hughes01@protonmail.com,protonmail,com,14,2,ethan,5,1,0,0,0,1,1,2,23,young
george.johnson@aol.com,aol,com,14,2,george,6,1,0,0,0,0,-1,0,-1,unsure
sarah.wilson@gmail.com,gmail,com,12,2,sarah,5,1,0,0,0,0,-1,0,-1,unsure
jason_barnes87690@gmail.com,gmail,com,17,2,jason,5,0,1,0,0,1,87690,5,-1,unsure
laura.howard1753@gmail.com,gmail,com,16,2,laura,5,1,0,0,0,1,1753,4,-1,unsure
susan.cook@yahoo.com,yahoo,com,10,2,susan,5,1,0,0,0,0,-1,0,-1,unsure
Toney.Leffler87@yahoo.com,yahoo,com,15,2,toney,5,1,0,0,1,1,87,2,37,medium
ethan_white2002@protonmail.com,protonmail,com,15,2,ethan,5,0,1,0,0,1,2002,4,22,young
megan1993_scott@aol.com,aol,com,15,2,megan,5,0,1,0,0,1,1993,4,31,medium
Tre_Rau96@tutanota.com,tutanota,com,9,2,tre,3,0,1,0,1,1,96,2,28,young
jacob_hall1985@gmail.com,gmail,com,14,2,jacob,5,0,1,0,0,1,1985,4,39,medium
Johann_Gleason20@aol.com,aol,com,16,2,johann,6,0,1,0,1,1,20,2,-1,unsure
Eva35@protonmail.com,protonmail,com,5,1,eva,3,0,0,0,1,1,35,2,89,old
chris1991_walker@gmail.com,gmail,com,16,2,chris,5,0,1,0,0,1,1991,4,33,medium
amanda_king1999@hotmail.com,hotmail,com,15,2,amanda,6,0,1,0,0,1,1999,4,25,young
rachel.murphy@aol.com,aol,com,13,2,rachel,6,1,0,0,0,0,-1,0,-1,unsure
james_brown1985@gmail.com,gmail,com,15,2,james,5,0,1,0,0,1,1985,4,39,medium
Renee_Bradtke@tutanota.com,tutanota,com,13,2,renee,5,0,1,0,1,0,-1,0,-1,unsure
olivia_smith99991@yahoo.com,yahoo,com,17,2,olivia,6,0,1,0,0,1,99991,5,-1,unsure
Victoria.Jast@gmail.com,gmail,com,13,2,victoria,8,1,0,0,1,0,-1,0,-1,unsure
madison90_flash@outlook.com,outlook,com,15,2,madison,7,0,1,0,0,1,90,2,34,medium
Nicolette82@protonmail.com,protonmail,com,11,1,nicolette,9,0,0,0,1,1,82,2,42,medium
grace_wilson4501@gmail.com,gmail,com,16,2,grace,5,0,1,0,0,1,4501,4,-1,unsure
Helmer.Lockman72@yahoo.com,yahoo,com,16,2,helmer,6,1,0,0,1,1,72,2,52,old
Kevon93@yahoo.com,yahoo,com,7,1,kevon,5,0,0,0,1,1,93,2,31,medium
laura.foster@icloud.com,icloud,com,12,2,laura,5,1,0,0,0,0,-1,0,-1,unsure
Birdie_Kuvalis89@outlook.com,outlook,com,16,2,birdie,6,0,1,0,1,1,89,2,35,medium
olivia.smith999@yahoo.com,yahoo,com,15,2,olivia,6,1,0,0,0,1,999,3,-1,unsure
Elias47@aol.com,aol,com,7,1,elias,5,0,0,0,1,1,47,2,77,old
laura_baker12345@icloud.com,icloud,com,16,2,laura,5,0,1,0,0,1,12345,5,-1,unsure
logan2005_bryant@outlook.com,outlook,com,16,2,logan,5,0,1,0,0,1,2005,4,19,young
Zaria_Ebert-Glover38@aol.com,aol,com,20,3,zaria,5,0,1,1,1,1,38,2,86,old
mason1999_watson@hotmail.com,hotmail,com,16,2,mason,5,0,1,0,0,1,1999,4,25,young
james.morgan@icloud.com,icloud,com,12,2,james,5,1,0,0,0,0,-1,0,-1,unsure
samantha.miller96@gmail.com,gmail,com,17,2,samantha,8,1,0,0,0,1,96,2,28,young
Gaston_Schuppe-Ryan@protonmail.com,protonmail,com,19,3,gaston,6,0,1,1,1,0,-1,0,-1,unsure
nathan2000_patel@aol.com,aol,com,16,2,nathan,6,0,1,0,0,1,2000,4,24,young
Helena_Bartoletti@aol.com,aol,com,17,2,helena,6,0,1,0,1,0,-1,0,-1,unsure
carter_hughes2002@gmail.com,gmail,com,17,2,carter,6,0,1,0,0,1,2002,4,22,young
Ransom.Turcotte-Heaney97@gmail.com,gmail,com,24,3,ransom,6,1,0,1,1,1,97,2,27,young
susan.green@yahoo.com,yahoo,com,11,2,susan,5,1,0,0,0,0,-1,0,-1,unsure
george.baker@hotmail.com,hotmail,com,12,2,george,6,1,0,0,0,0,-1,0,-1,unsure
logan1982_brooks@gmail.com,gmail,com,16,2,logan,5,0,1,0,0,1,1982,4,42,medium
george.harris@yahoo.com,yahoo,com,13,2,george,6,1,0,0,0,0,-1,0,-1,unsure
william.moore@outlook.com,outlook,com,13,2,william,7,1,0,0,0,0,-1,0,-1,unsure
t.jones1997@hotmail.com,hotmail,com,11,2,t,1,1,0,0,0,1,1997,4,27,young
benjamin_1782.johnson@college.edu,college,edu,21,2,benjamin,8,1,1,0,0,1,1782,4,-1,unsure
emily56_gleam@outlook.com,outlook,com,13,2,emily,5,0,1,0,0,1,56,2,68,old
sophia.wilson@yahoo.com,yahoo,com,13,2,sophia,6,1,0,0,0,0,-1,0,-1,unsure
Leonardo_Osinski@gmail.com,gmail,com,16,2,leonardo,8,0,1,0,1,0,-1,0,-1,unsure
joseph.clark@outlook.com,outlook,com,12,2,joseph,6,1,0,0,0,0,-1,0,-1,unsure
Barry.Hahn64@icloud.com,icloud,com,12,2,barry,5,1,0,0,1,1,64,2,60,old
anthony.evans@protonmail.com,protonmail,com,13,2,anthony,7,1,0,0,0,0,-1,0,-1,unsure
sophia.3452@gmail.com,gmail,com,11,1,sophia,6,1,0,0,0,1,3452,4,-1,unsure
hannah.bryant@aol.com,aol,com,13,2,hannah,6,1,0,0,0,0,-1,0,-1,unsure
Brandt20@icloud.com,icloud,com,8,1,brandt,6,0,0,0,1,1,20,2,-1,unsure
emily2000_smith@outlook.com,outlook,com,15,2,emily,5,0,1,0,0,1,2000,4,24,young
thomas.hall1688@gmail.com,gmail,com,15,2,thomas,6,1,0,0,0,1,1688,4,-1,unsure
hailey.price39@protonmail.com,protonmail,com,14,2,hailey,6,1,0,0,0,1,39,2,85,old
Owen_Kutch@aol.com,aol,com,10,2,owen,4,0,1,0,1,0,-1,0,-1,unsure
sophia.evans@yahoo.com,yahoo,com,12,2,sophia,6,1,0,0,0,0,-1,0,-1,unsure
amelia.hughes@outlook.com,outlook,com,13,2,amelia,6,1,0,0,0,0,-1,0,-1,unsure
victoria.kelly03@protonmail.com,protonmail,com,16,2,victoria,8,1,0,0,0,1,3,2,21,young
Bobbie_Bins@yahoo.com,yahoo,com,11,2,bobbie,6,0,1,0,1,0,-1,0,-1,unsure
mary.miller@gmail.com,gmail,com,11,2,mary,4,1,0,0,0,0,-1,0,-1,unsure
Birdie_Lesch85@gmail.com,gmail,com,14,2,birdie,6,0,1,0,1,1,85,2,39,medium
alexis_perez1989@gmail.com,gmail,com,16,2,alexis,6,0,1,0,0,1,1989,4,35,medium
ethan89_fire@protonmail.com,protonmail,com,12,2,ethan,5,0,1,0,0,1,89,2,35,medium
Lexi.Jerde@protonmail.com,protonmail,com,10,2,lexi,4,1,0,0,1,0,-1,0,-1,unsure
laura.james@gmail.com,gmail,com,11,2,laura,5,1,0,0,0,0,-1,0,-1,unsure
lily_long1985@yahoo.com,yahoo,com,13,2,lily,4,0,1,0,0,1,1985,4,39,medium
jane.baker1728@gmail.com,gmail,com,14,2,jane,4,1,0,0,0,1,1728,4,-1,unsure
rachel1995_w@yahoo.com,yahoo,com,12,2,rachel,6,0,1,0,0,1,1995,4,29,young
kelly.brown93@protonmail.com,protonmail,com,13,2,kelly,5,1,0,0,0,1,93,2,31,medium
Xander.Johns95@protonmail.com,protonmail,com,14,2,xander,6,1,0,0,1,1,95,2,29,young
james.jones00@gmail.com,gmail,com,13,2,james,5,1,0,0,0,1,0,2,24,young
olivia1230_lee@gmail.com,gmail,com,14,2,olivia,6,0,1,0,0,1,1230,4,-1,unsure
laura.anderson@icloud.com,icloud,com,14,2,laura,5,1,0,0,0,0,-1,0,-1,unsure
matthew58_glow@gmail.com,gmail,com,14,2,matthew,7,0,1,0,0,1,58,2,66,old
Carroll_Armstrong92@mail.com,mail,com,19,2,carroll,7,0,1,0,1,1,92,2,32,medium
emily.smith94@gmail.com,gmail,com,13,2,emily,5,1,0,0,0,1,94,2,30,medium
Ewell_Donnelly45@aol.com,aol,com,16,2,ewell,5,0,1,0,1,1,45,2,79,old
Maya.Hilll@gmail.com,gmail,com,10,2,maya,4,1,0,0,1,0,-1,0,-1,unsure
ethan.hughes01@protonmail.com,protonmail,com,14,2,ethan,5,1,0,0,0,1,1,2,23,young
Nathen.Boehm@protonmail.com,protonmail,com,12,2,nathen,6,1,0,0,1,0,-1,0,-1,unsure
Conor_OKeefe@outlook.com,outlook,com,12,2,conor,5,0,1,0,1,0,-1,0,-1,unsure
matthew.davis01@hotmail.com,hotmail,com,15,2,matthew,7,1,0,0,0,1,1,2,23,young
jason.brown85@gmail.com,gmail,com,13,2,jason,5,1,0,0,0,1,85,2,39,medium
mark_wilson4500@yahoo.com,yahoo,com,15,2,mark,4,0,1,0,0,1,4500,4,-1,unsure
Lonnie_Kulas@gmail.com,gmail,com,12,2,lonnie,6,0,1,0,1,0,-1,0,-1,unsure
joseph.scott1736@gmail.com,gmail,com,16,2,joseph,6,1,0,0,0,1,1736,4,-1,unsure
Renee.Simonis23@tutanota.com,tutanota,com,15,2,renee,5,1,0,0,1,1,23,2,-1,unsure
amelia.gray1746@gmail.com,gmail,com,15,2,amelia,6,1,0,0,0,1,1746,4,-1,unsure
victoria_morris1990@gmail.com,gmail,com,19,2,victoria,8,0,1,0,0,1,1990,4,34,medium
victoria.kelly03@protonmail.com,protonmail,com,16,2,victoria,8,1,0,0,0,1,3,2,21,young
Gardner0@gmail.com,gmail,com,8,1,gardner,7,0,0,0,1,1,0,1,-1,unsure
carter_james9999@hotmail.com,hotmail,com,16,2,carter,6,0,1,0,0,1,9999,4,-1,unsure
lucy.hill@yahoo.com,yahoo,com,9,2,lucy,4,1,0,0,0,0,-1,0,-1,unsure
joshua99_bright@gmail.com,gmail,com,15,2,joshua,6,0,1,0,0,1,99,2,25,young
Howell73@tutanota.com,tutanota,com,8,1,howell,6,0,0,0,1,1,73,2,51,old
nathan.jones@protonmail.com,protonmail,com,12,2,nathan,6,1,0,0,0,0,-1,0,-1,unsure
elizabeth.walker@protonmail.com,protonmail,com,16,2,elizabeth,9,1,0,0,0,0,-1,0,-1,unsure
peter.smith@aol.com,aol,com,11,2,peter,5,1,0,0,0,0,-1,0,-1,unsure
Nayeli_Schinner16@protonmail.com,protonmail,com,17,2,nayeli,6,0,1,0,1,1,16,2,-1,unsure
Genevieve_Sawayn-Kunde79@gmail.com,gmail,com,24,3,genevieve,9,0,1,1,1,1,79,2,45,medium
chris.lee69@hotmail.com,hotmail,com,11,2,chris,5,1,0,0,0,1,69,2,55,old
Hilario.Steuber@aol.com,aol,com,15,2,hilario,7,1,0,0,1,0,-1,0,-1,unsure
Maude_Donnelly@protonmail.com,protonmail,com,14,2,maude,5,0,1,0,1,0,-1,0,-1,unsure
ella8901@protonmail.com,protonmail,com,8,1,ella,4,0,0,0,0,1,8901,4,-1,unsure
Willie.Lemke5@gmail.com,gmail,com,13,2,willie,6,1,0,0,1,1,5,1,-1,unsure
Cayla83@tutanota.com,tutanota,com,7,1,cayla,5,0,0,0,1,1,83,2,41,medium
sophia.james91@gmail.com,gmail,com,14,2,sophia,6,1,0,0,0,1,91,2,33,medium
Anissa49@aol.com,aol,com,8,1,anissa,6,0,0,0,1,1,49,2,75,old
logan.brooks12@gmail.com,gmail,com,14,2,logan,5,1,0,0,0,1,12,2,-1,unsure
andrew.james64@hotmail.com,hotmail,com,14,2,andrew,6,1,0,0,0,1,64,2,60,old
logan.turner98@outlook.com,outlook,com,14,2,logan,5,1,0,0,0,1,98,2,26,young
nathan.anderson@gmail.com,gmail,com,15,2,nathan,6,1,0,0,0,0,-1,0,-1,unsure
Deon29@outlook.com,outlook,com,6,1,deon,4,0,0,0,1,1,29,2,95,old
Delaney_Krajcik@aol.com,aol,com,15,2,delaney,7,0,1,0,1,0,-1,0,-1,unsure
emma.clark76@icloud.com,icloud,com,12,2,emma,4,1,0,0,0,1,76,2,48,medium
abigail32_light@yahoo.com,yahoo,com,15,2,abigail,7,0,1,0,0,1,32,2,92,old
claire_mitchell2005@gmail.com,gmail,com,19,2,claire,6,0,1,0,0,1,2005,4,19,young
amanda61_spark@icloud.com,icloud,com,14,2,amanda,6,0,1,0,0,1,61,2,63,old
robert.clark@outlook.com,outlook,com,12,2,robert,6,1,0,0,0,0,-1,0,-1,unsure
lily1985_butler@yahoo.com,yahoo,com,15,2,lily,4,0,1,0,0,1,1985,4,39,medium
Corrine84@gmail.com,gmail,com,9,1,corrine,7,0,0,0,1,1,84,2,40,medium
john.anderson@protonmail.com,protonmail,com,13,2,john,4,1,0,0,0,0,-1,0,-1,unsure
Raina14@tutanota.com,tutanota,com,7,1,raina,5,0,0,0,1,1,14,2,-1,unsure
sarah.carter@yahoo.com,yahoo,com,12,2,sarah,5,1,0,0,0,0,-1,0,-1,unsure
sarah.miller@protonmail.com,protonmail,com,12,2,sarah,5,1,0,0,0,0,-1,0,-1,unsure
margaret.bell@protonmail.com,protonmail,com,13,2,margaret,8,1,0,0,0,0,-1,0,-1,unsure
karen_hall2003@gmail.com,gmail,com,14,2,karen,5,0,1,0,0,1,2003,4,21,young
Marian.Morar@aol.com,aol,com,12,2,marian,6,1,0,0,1,0,-1,0,-1,unsure
samantha.miller96@gmail.com,gmail,com,17,2,samantha,8,1,0,0,0,1,96,2,28,young
Tabitha_Lubowitz94@outlook.com,outlook,com,18,2,tabitha,7,0,1,0,1,1,94,2,30,medium
victoria2002_kelly@protonmail.com,protonmail,com,18,2,victoria,8,0,1,0,0,1,2002,4,22,young
simon.harris@aol.com,aol,com,12,2,simon,5,1,0,0,0,0,-1,0,-1,unsure
Melyna15@aol.com,aol,com,8,1,melyna,6,0,0,0,1,1,15,2,-1,unsure
Kelly_Hammes@tutanota.com,tutanota,com,12,2,kelly,5,0,1,0,1,0,-1,0,-1,unsure
michael.wilson@protonmail.com,protonmail,com,14,2,michael,7,1,0,0,0,0,-1,0,-1,unsure
elizabeth.moore@yahoo.com,yahoo,com,15,2,elizabeth,9,1,0,0,0,0,-1,0,-1,unsure
patrick.bell1773@gmail.com,gmail,com,16,2,patrick,7,1,0,0,0,1,1773,4,-1,unsure
kathy2000_b@outlook.com,outlook,com,11,2,kathy,5,0,1,0,0,1,2000,4,24,young
matthew_green1984@gmail.com,gmail,com,17,2,matthew,7,0,1,0,0,1,1984,4,40,medium
lily49_bright@protonmail.com,protonmail,com,13,2,lily,4,0,1,0,0,1,49,2,75,old
claire_watson1998@gmail.com,gmail,com,17,2,claire,6,0,1,0,0,1,1998,4,26,young
Orlo67@tutanota.com,tutanota,com,6,1,orlo,4,0,0,0,1,1,67,2,57,old
madison.butler89@outlook.com,outlook,com,16,2,madison,7,1,0,0,0,1,89,2,35,medium
isabella4329@hotmail.com,hotmail,com,12,1,isabella,8,0,0,0,0,1,4329,4,-1,unsure
sarah_miller2000@gmail.com,gmail,com,16,2,sarah,5,0,1,0,0,1,2000,4,24,young
dylan_sanders1984@gmail.com,gmail,com,17,2,dylan,5,0,1,0,0,1,1984,4,40,medium
hannah.smith@protonmail.com,protonmail,com,12,2,hannah,6,1,0,0,0,0,-1,0,-1,unsure
Kallie_Schuppe@aol.com,aol,com,14,2,kallie,6,0,1,0,1,0,-1,0,-1,unsure
madison_butler6789@outlook.com,outlook,com,18,2,madison,7,0,1,0,0,1,6789,4,-1,unsure
Jacquelyn21@aol.com,aol,com,11,1,jacquelyn,9,0,0,0,1,1,21,2,-1,unsure
Demetrius.Kris@outlook.com,outlook,com,14,2,demetrius,9,1,0,0,1,0,-1,0,-1,unsure
dorothy.gray@protonmail.com,protonmail,com,12,2,dorothy,7,1,0,0,0,0,-1,0,-1,unsure
catherine.jones@aol.com,aol,com,15,2,catherine,9,1,0,0,0,0,-1,0,-1,unsure
nathan.moore@icloud.com,icloud,com,12,2,nathan,6,1,0,0,0,0,-1,0,-1,unsure
Jonas.Bruen9@gmail.com,gmail,com,12,2,jonas,5,1,0,0,1,1,9,1,-1,unsure
claire.harris87@outlook.com,outlook,com,15,2,claire,6,1,0,0,0,1,87,2,37,medium
henry1234.smith@outlook.com,outlook,com,15,2,henry,5,1,0,0,0,1,1234,4,-1,unsure
lucy.adams@icloud.com,icloud,com,10,2,lucy,4,1,0,0,0,0,-1,0,-1,unsure
laura38_glint@gmail.com,gmail,com,13,2,laura,5,0,1,0,0,1,38,2,86,old
Viviane.Schimmel33@gmail.com,gmail,com,18,2,viviane,7,1,0,0,1,1,33,2,91,old
Marilou.Koepp55@mail.com,mail,com,15,2,marilou,7,1,0,0,1,1,55,2,69,old
Liliana.Hoppe25@tutanota.com,tutanota,com,15,2,liliana,7,1,0,0,1,1,25,2,99,old
madison_henderson1981@gmail.com,gmail,com,21,2,madison,7,0,1,0,0,1,1981,4,43,medium
alexis.cooper92@gmail.com,gmail,com,15,2,alexis,6,1,0,0,0,1,92,2,32,medium
paul.simmons1761@gmail.com,gmail,com,16,2,paul,4,1,0,0,0,1,1761,4,-1,unsure
ryan.watson01@hotmail.com,hotmail,com,13,2,ryan,4,1,0,0,0,1,1,2,23,young
margaret.anderson@hotmail.com,hotmail,com,17,2,margaret,8,1,0,0,0,0,-1,0,-1,unsure
Bonnie5@gmail.com,gmail,com,7,1,bonnie,6,0,0,0,1,1,5,1,-1,unsure
jessica1997_evans@gmail.com,gmail,com,17,2,jessica,7,0,1,0,0,1,1997,4,27,young
nathan.martin04@gmail.com,gmail,com,15,2,nathan,6,1,0,0,0,1,4,2,20,young
charles.davis1776@gmail.com,gmail,com,17,2,charles,7,1,0,0,0,1,1776,4,-1,unsure
john_1987doe@gmail.com,gmail,com,12,2,john,4,0,1,0,0,1,1987,4,37,medium
matthew.adams85@icloud.com,icloud,com,15,2,matthew,7,1,0,0,0,1,85,2,39,medium
william.wright@outlook.com,outlook,com,14,2,william,7,1,0,0,0,0,-1,0,-1,unsure
Torrey19@mail.com,mail,com,8,1,torrey,6,0,0,0,1,1,19,2,-1,unsure
Al10@protonmail.com,protonmail,com,4,1,al,2,0,0,0,1,1,10,2,-1,unsure
laura_1992.brown@company.co.uk,company.co,uk,16,2,laura,5,1,1,0,0,1,1992,4,32,medium
samuel.evans1730@gmail.com,gmail,com,16,2,samuel,6,1,0,0,0,1,1730,4,-1,unsure
Madalyn_Schroeder66@outlook.com,outlook,com,19,2,madalyn,7,0,1,0,1,1,66,2,58,old
daniel.phillips@hotmail.com,hotmail,com,15,2,daniel,6,1,0,0,0,0,-1,0,-1,unsure
Evan93@yahoo.com,yahoo,com,6,1,evan,4,0,0,0,1,1,93,2,31,medium
Kadin.Kutch@aol.com,aol,com,11,2,kadin,5,1,0,0,1,0,-1,0,-1,unsure
Claud_Boyle81@aol.com,aol,com,13,2,claud,5,0,1,0,1,1,81,2,43,medium
Wanda74@outlook.com,outlook,com,7,1,wanda,5,0,0,0,1,1,74,2,50,old
anna.hall87@yahoo.com,yahoo,com,11,2,anna,4,1,0,0,0,1,87,2,37,medium
paul.davis@yahoo.com,yahoo,com,10,2,paul,4,1,0,0,0,0,-1,0,-1,unsure
john.anderson@protonmail.com,protonmail,com,13,2,john,4,1,0,0,0,0,-1,0,-1,unsure
Rosario_Jaskolski94@protonmail.com,protonmail,com,19,2,rosario,7,0,1,0,1,1,94,2,30,medium
kevin.sanders89@gmail.com,gmail,com,15,2,kevin,5,1,0,0,0,1,89,2,35,medium
Gerald.Carroll68@mail.com,mail,com,16,2,gerald,6,1,0,0,1,1,68,2,56,old
jason.brown85@gmail.com,gmail,com,13,2,jason,5,1,0,0,0,1,85,2,39,medium
